RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N21798,3966,Sturt Mall,4 Stars,4 Stars,Shopping Centre,135,Baylis Street,WAGGA WAGGA,NSW,2650,-35.1131362,147.3713794,WAGGA WAGGA CITY COUNCIL,4 Stars,2018-09-22 0:00:00,Water,NULL
N21798,3966,Sturt Mall,4.5 Stars,4.5 Stars,Shopping Centre,135,Baylis Street,WAGGA WAGGA,NSW,2650,-35.1131362,147.3713794,WAGGA WAGGA CITY COUNCIL,4.5 Stars,2018-09-22 0:00:00,Energy,NULL
N49442,1992,Suncorp,3.5 Stars,3.5 Stars,Office,266,George Street,BRISBANE CITY,QLD,4000,-27.47086781,153.02274,BRISBANE CITY,3.5 Stars,2018-10-06 0:00:00,Energy,Tenancy
N49444,6140,Suncorp,5 Stars,5 Stars,Office,123,Albert St.,BRISBANE CITY,QLD,4000,-27.47067849,153.0268315,BRISBANE CITY,5 Stars,2018-09-28 0:00:00,Energy,Tenancy
N51214,3055,Suncorp Metway Plaza,3 Stars,3 Stars,Office,61-73,Sturt Street,TOWNSVILLE CITY,QLD,4810,-19.2581605,146.8161877,TOWNSVILLE CITY,3 Stars,2019-02-23 0:00:00,Energy,Base Building
N48987,5554,Suncorp Place,3.5 Stars,3.5 Stars,Office,259,George Street,SYDNEY,NSW,2000,-33.86388507,151.2070513,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-07-24 0:00:00,Water,Base Building
N48987,5554,Suncorp Place,5 Stars,5 Stars,Office,259,George Street,SYDNEY,NSW,2000,-33.86388507,151.2070513,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-07-24 0:00:00,Energy,Base Building
N21725,4609,Sunshine Plaza,3.5 Stars,3.5 Stars,Shopping Centre,154-164,Horton Parade,MAROOCHYDORE,QLD,4558,NULL,NULL,NULL,3.5 Stars,2018-05-12 0:00:00,Energy,NULL
N21725,4609,Sunshine Plaza,3.5 Stars,3.5 Stars,Shopping Centre,154-164,Horton Parade,MAROOCHYDORE,QLD,4558,NULL,NULL,NULL,3.5 Stars,2018-05-12 0:00:00,Water,NULL
N49269,4768,Surface Design Consulting,6 Stars,5.5 Stars,Office,68,York Street,SYDNEY,NSW,2000,NULL,NULL,NULL,6 Stars,2018-08-25 0:00:00,Energy,Tenancy
N48598,2612,SW1 - A1,5 Stars,5 Stars,Office,32,Cordelia Street,SOUTH BRISBANE,QLD,4101,-27.47648101,153.0168157,BRISBANE CITY,5 Stars,2018-05-31 0:00:00,Energy,Base Building
N48597,2613,SW1 - A4,5 Stars,5 Stars,Office,52,Merivale Street,SOUTH BRISBANE,QLD,4101,-27.47648101,153.0168157,BRISBANE CITY,5 Stars,2018-05-31 0:00:00,Energy,Base Building
N51135,5180,SW1 CB1,4 Stars,4 Stars,Office,22,Cordelia Street,SOUTH BRISBANE,QLD,4101,-27.47571705,153.0162813,BRISBANE CITY,4 Stars,2018-12-13 0:00:00,Energy,Base Building
N51157,5179,SW1 CB2,5 Stars,5 Stars,Office,42,Merivale Street,SOUTH BRISBANE,QLD,4101,-27.47571705,153.0162813,BRISBANE CITY,5 Stars,2018-12-11 0:00:00,Energy,Base Building
N49312,2261,Swire House,2.5 Stars,2.5 Stars,Office,10,Spring Street,SYDNEY,NSW,2000,-33.86481282,151.20932,COUNCIL OF THE CITY OF SYDNEY,2.5 Stars,2018-11-10 0:00:00,Water,Base Building
N49312,2261,Swire House,4.5 Stars,4.5 Stars,Office,10,Spring Street,SYDNEY,NSW,2000,-33.86481282,151.20932,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-11-10 0:00:00,Energy,Base Building
N49094,6375,Swiss Reinsurance Company Ltd,6 Stars,5 Stars,Office,200,Barangaroo Avenue,BARANGAROO,NSW,2000,-33.86447182,151.2021284,COUNCIL OF THE CITY OF SYDNEY,6 Stars,2018-10-05 0:00:00,Energy,Tenancy
N48418,2746,SX1 East Tower,4.5 Stars,4.5 Stars,Office,121,Exhibition Street,MELBOURNE,VIC,3000,-37.81273921,144.9705611,MELBOURNE CITY,4.5 Stars,2018-06-23 0:00:00,Energy,Base Building
N48834,2746,SX1 East Tower,4 Stars,4 Stars,Office,121,Exhibition Street,MELBOURNE,VIC,3000,-37.81273921,144.9705611,MELBOURNE CITY,4 Stars,2018-07-11 0:00:00,Water,Base Building
N49260,1518,Sydney Central,2.5 Stars,2.5 Stars,Office,477,Pitt Street,HAYMARKET,NSW,2000,-33.88052773,151.2063161,COUNCIL OF THE CITY OF SYDNEY,2.5 Stars,2018-12-22 0:00:00,Water,Base Building
N49260,1518,Sydney Central,5.5 Stars,5.5 Stars,Office,477,Pitt Street,HAYMARKET,NSW,2000,-33.88052773,151.2063161,COUNCIL OF THE CITY OF SYDNEY,5.5 Stars,2018-12-22 0:00:00,Energy,Base Building
N49931,1518,Sydney Central,3.5 Stars,3.5 Stars,Office,477,Pitt Street,HAYMARKET,NSW,2000,-33.88052773,151.2063161,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2019-02-13 0:00:00,Indoor Environment,Base Building
N49039,5199,Sydney Corporate Park,4 Stars,4 Stars,Office,170,Bourke Road,ALEXANDRIA,NSW,2015,-33.91707004,151.1915038,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-08-18 0:00:00,Energy,Base Building
N51055,2869,Sydney Water Headquarters,3.5 Stars,3.5 Stars,Office,1,Smith Street,PARRAMATTA,NSW,2150,-33.81684626,151.0054677,PARRAMATTA CITY COUNCIL,3.5 Stars,2019-01-11 0:00:00,Water,Base Building
N51055,2869,Sydney Water Headquarters,5 Stars,5 Stars,Office,1,Smith Street,PARRAMATTA,NSW,2150,-33.81684626,151.0054677,PARRAMATTA CITY COUNCIL,5 Stars,2019-01-11 0:00:00,Energy,Base Building
N48931,38,Symantec House,4.5 Stars,4.5 Stars,Office,207,Kent Street,SYDNEY,NSW,2000,-33.86379389,151.2035037,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-07-21 0:00:00,Energy,Base Building
N49286,3748,Synergy Building,4.5 Stars,4.5 Stars,Office,76-88,Musk Avenue,Kelvin Grove,QLD,4059,NULL,NULL,NULL,4.5 Stars,2018-10-06 0:00:00,Water,Base Building
N49286,3748,Synergy Building,5.5 Stars,5 Stars,Office,76-88,Musk Avenue,Kelvin Grove,QLD,4059,NULL,NULL,NULL,5.5 Stars,2018-10-06 0:00:00,Energy,Base Building
N49768,5080,T & G Building,2.5 Stars,2.5 Stars,Office,161,Collins Street,MELBOURNE,VIC,3000,-37.8151034,144.9686243,MELBOURNE CITY,2.5 Stars,2018-11-01 0:00:00,Energy,Base Building
N49768,5080,T & G Building,3 Stars,3 Stars,Office,161,Collins Street,MELBOURNE,VIC,3000,-37.8151034,144.9686243,MELBOURNE CITY,3 Stars,2018-11-01 0:00:00,Water,Base Building
N49928,2034,Talavera Business Park - Building A,3.5 Stars,3.5 Stars,Office,4,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78161889,151.1310361,RYDE CITY COUNCIL,3.5 Stars,2018-12-22 0:00:00,Energy,Whole Building
N51300,2058,Talavera Business Park - Building B,3.5 Stars,3.5 Stars,Office,6-10,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78096752,151.1303723,RYDE CITY COUNCIL,3.5 Stars,2019-02-19 0:00:00,Energy,Base Building
N51301,1999,Talavera Corporate Centre - Building A & B,4.5 Stars,4.5 Stars,Office,26-38,Talavera Road,MACQUARIE PARK,NSW,2113,-33.77969932,151.1288202,RYDE CITY COUNCIL,4.5 Stars,2019-02-16 0:00:00,Energy,Base Building
N49927,1091,Talavera Corporate Centre - Building C & D,5 Stars,5 Stars,Office,12-24,Talavera Road,MACQUARIE PARK,NSW,2113,-33.77969932,151.1288202,RYDE CITY COUNCIL,5 Stars,2018-12-25 0:00:00,Energy,Base Building
N49477,5603,Tamworth Centrelink,5 Stars,5 Stars,Office,217-223,Peel Street,TAMWORTH,NSW,2340,-31.0882411,150.9266473,TAMWORTH REGIONAL COUNCIL,5 Stars,2018-11-20 0:00:00,Energy,Whole Building
N21824,3993,Tea Tree Plaza,3.5 Stars,3.5 Stars,Shopping Centre,976,North East Road,MODBURY,SA,5092,-34.83147136,138.6911998,CITY OF TEA TREE GULLY,3.5 Stars,2019-02-06 0:00:00,Energy,NULL
N21824,3993,Tea Tree Plaza,4 Stars,4 Stars,Shopping Centre,976,North East Road,MODBURY,SA,5092,-34.83147136,138.6911998,CITY OF TEA TREE GULLY,4 Stars,2019-02-06 0:00:00,Water,NULL
N51099,1099,Teachers Federation House,3.5 Stars,3.5 Stars,Office,23-33,Mary Street,SURRY HILLS,NSW,2010,-33.88157278,151.2098878,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-12-07 0:00:00,Water,Whole Building
N51099,1099,Teachers Federation House,4.5 Stars,4.5 Stars,Office,23-33,Mary Street,SURRY HILLS,NSW,2010,-33.88157278,151.2098878,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-12-07 0:00:00,Energy,Whole Building
N48720,5102,Telstra Plaza,4.5 Stars,4.5 Stars,Office,310,Pitt Street,SYDNEY,NSW,2000,-33.87556324,151.2082317,,4.5 Stars,2018-06-06 0:00:00,Energy,Base Building
N48720,5102,Telstra Plaza,4.5 Stars,4.5 Stars,Office,310,Pitt Street,SYDNEY,NSW,2000,-33.87556324,151.2082317,,4.5 Stars,2018-06-06 0:00:00,Water,Base Building
N49951,1472,Terrace Office Park,0 Star,0 Star,Office,527,Gregory Terrace,FORTITUDE VALLEY,QLD,4006,-27.45286073,153.0296963,BRISBANE CITY,0 Star,2018-11-21 0:00:00,Energy,Base Building
N48817,7436,The Atrium,5 Stars,5 Stars,Office,168-170,St Georges Terrace,PERTH,WA,6000,-31.95364878,115.8547774,CITY OF PERTH,5 Stars,2018-07-04 0:00:00,Energy,Base Building
N49135,2408,"The Atrium, Level 3",4.5 Stars,4.5 Stars,Office,15,Lake Street,VARSITY LAKES,QLD,4227,-28.07732016,153.4141446,GOLD COAST CITY,4.5 Stars,2018-10-31 0:00:00,Energy,Tenancy
N51339,5561,The Barracks,3.5 Stars,3.5 Stars,Office,61,Petrie Terrace,PETRIE TERRACE,QLD,4000,-27.46547698,153.0134964,NULL,3.5 Stars,2019-02-07 0:00:00,Water,Base Building
N51339,5561,The Barracks,5 Stars,5 Stars,Office,61,Petrie Terrace,PETRIE TERRACE,QLD,4000,-27.46547698,153.0134964,NULL,5 Stars,2019-02-07 0:00:00,Energy,Base Building
N49244,124,The Barrington,3 Stars,3 Stars,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,PARRAMATTA CITY COUNCIL,3 Stars,2018-10-16 0:00:00,Water,Base Building
N49244,124,The Barrington,5 Stars,5 Stars,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,PARRAMATTA CITY COUNCIL,5 Stars,2018-10-16 0:00:00,Energy,Base Building
N49860,124,The Barrington,4.5 Stars,4.5 Stars,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,PARRAMATTA CITY COUNCIL,4.5 Stars,2019-02-05 0:00:00,Indoor Environment,Base Building
N49607,3074,The Binary Centre,4 Stars,4 Stars,Office,3,Richardson Place,NORTH RYDE,NSW,2113,-33.79842917,151.1451945,RYDE CITY COUNCIL,4 Stars,2018-11-17 0:00:00,Energy,Base Building
N48810,2739,The Domain,3.5 Stars,3.5 Stars,Office,16,Scaturchio Street,CASUARINA,NT,810,-12.371901,130.881478,DARWIN MUNICIPALITY,3.5 Stars,2018-06-28 0:00:00,Energy,Base Building
N48711,4473,The Don Gray Building,0 Star,0 Star,Office,15,Thynne Street,BRUCE,ACT,2617,-35.24147217,149.0937407,,0 Star,2018-05-30 0:00:00,Energy,Whole Building
N49534,1351,The Ernst & Young Building,3.5 Stars,3.5 Stars,Office,11,Mounts Bay Road,PERTH,WA,6000,NULL,NULL,NULL,3.5 Stars,2018-10-05 0:00:00,Energy,Base Building
N49534,1351,The Ernst & Young Building,4 Stars,4 Stars,Office,11,Mounts Bay Road,PERTH,WA,6000,NULL,NULL,NULL,4 Stars,2018-10-05 0:00:00,Water,Base Building
N48316,3502,The Forrest Centre,3.5 Stars,3.5 Stars,Office,221,St Georges Terrace,PERTH,WA,6000,NULL,NULL,NULL,3.5 Stars,2018-04-21 0:00:00,Energy,Base Building
N48316,3502,The Forrest Centre,4 Stars,4 Stars,Office,221,St Georges Terrace,PERTH,WA,6000,NULL,NULL,NULL,4 Stars,2018-04-21 0:00:00,Water,Base Building
N49562,1150,The Forum,3.5 Stars,3.5 Stars,Office,201,Pacific Highway,ST LEONARDS,NSW,2065,-33.82290896,151.1946705,WILLOUGHBY CITY COUNCIL,3.5 Stars,2018-09-28 0:00:00,Energy,Base Building
N49911,2619,The Forum,2 Stars,2 Stars,Office,203,Pacific Highway,ST LEONARDS,NSW,2065,-33.82312319,151.1943069,WILLOUGHBY CITY COUNCIL,2 Stars,2018-11-15 0:00:00,Water,Base Building
N49911,2619,The Forum,4.5 Stars,4.5 Stars,Office,203,Pacific Highway,ST LEONARDS,NSW,2065,-33.82312319,151.1943069,WILLOUGHBY CITY COUNCIL,4.5 Stars,2018-11-15 0:00:00,Energy,Base Building
N48378,1613,The Garden Office Park - Building D,5 Stars,5 Stars,Office,355,Scarborough Beach Road,OSBORNE PARK,WA,6017,-31.91452,115.81838,CITY OF STIRLING,5 Stars,2018-05-27 0:00:00,Energy,Base Building
N48847,2523,The Gauge,4.5 Stars,4.5 Stars,Office,825,Bourke Street,DOCKLANDS,VIC,3008,-37.81997894,144.9440703,MELBOURNE CITY,4.5 Stars,2018-12-08 0:00:00,Energy,Base Building
N48439,5710,The Goods Shed South,4.5 Stars,4.5 Stars,Office,707,Collins Street,DOCKLANDS,VIC,3008,-37.82041755,144.9494427,MELBOURNE CITY,4.5 Stars,2018-04-27 0:00:00,Energy,Base Building
N49279,1063,The GPT Group,3 Stars,3 Stars,Office,530,Collins Street,MELBOURNE,VIC,3000,-37.81734624,144.9566471,MELBOURNE CITY,3 Stars,2018-09-28 0:00:00,Water,Base Building
N49279,1063,The GPT Group,5.5 Stars,4.5 Stars,Office,530,Collins Street,MELBOURNE,VIC,3000,-37.81734624,144.9566471,MELBOURNE CITY,5.5 Stars,2018-09-28 0:00:00,Energy,Base Building
N49212,3761,The Institute of Chartered Accountants in Australia,2.5 Stars,2.5 Stars,Office,33,Erskine Street,SYDNEY,NSW,2000,NULL,NULL,NULL,2.5 Stars,2018-08-23 0:00:00,Energy,Base Building
N48860,1678,The Leslie Building,5.5 Stars,5.5 Stars,Office,21-25,Duke Street,COFFS HARBOUR,NSW,2450,-30.29679303,153.1187377,COFFS HARBOUR CITY COUNCIL,5.5 Stars,2018-08-25 0:00:00,Energy,Whole Building
N21724,3956,The Myer Centre Brisbane,2.5 Stars,2.5 Stars,Shopping Centre,91,Queen Street,BRISBANE CITY,QLD,4000,-27.47067615,153.0248378,BRISBANE CITY,2.5 Stars,2018-04-30 0:00:00,Water,NULL
N21724,3956,The Myer Centre Brisbane,3 Stars,3 Stars,Shopping Centre,91,Queen Street,BRISBANE CITY,QLD,4000,-27.47067615,153.0248378,BRISBANE CITY,3 Stars,2018-04-30 0:00:00,Energy,NULL
N48438,5395,The Octagon Building,2 Stars,2 Stars,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,PARRAMATTA CITY COUNCIL,2 Stars,2018-05-29 0:00:00,Water,Base Building
N48438,5395,The Octagon Building,5 Stars,5 Stars,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,PARRAMATTA CITY COUNCIL,5 Stars,2018-05-29 0:00:00,Energy,Base Building
N49557,5905,The Park - Building A,5.5 Stars,5.5 Stars,Office,5,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78386856,151.1317254,RYDE CITY COUNCIL,5.5 Stars,2018-10-20 0:00:00,Energy,Base Building
N49606,7597,The Park - Building B,5 Stars,5 Stars,Office,5,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78386856,151.1317254,RYDE CITY COUNCIL,5 Stars,2018-10-26 0:00:00,Energy,Base Building
N49292,1358,The Park - Building C,4 Stars,4 Stars,Office,5,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78386856,151.1317254,RYDE CITY COUNCIL,4 Stars,2018-10-24 0:00:00,Energy,Base Building
N49926,3201,The Precinct Corporate Centre,2.5 Stars,2.5 Stars,Office,1,Richardson Place,NORTH RYDE,NSW,2113,-33.79668964,151.1453024,RYDE CITY COUNCIL,2.5 Stars,2018-12-18 0:00:00,Energy,Base Building
N48882,5106,The Public Trustee Building,1 Star,1 Star,Office,553,Hay Street,PERTH,WA,6000,-31.95532282,115.861695,CITY OF PERTH,1 Star,2018-06-28 0:00:00,Energy,Base Building
N48882,5106,The Public Trustee Building,5 Stars,5 Stars,Office,553,Hay Street,PERTH,WA,6000,-31.95532282,115.861695,CITY OF PERTH,5 Stars,2018-06-28 0:00:00,Water,Base Building
N49403,2114,The Studios,0 Star,0 Star,Office,577,Little Bourke Street,MELBOURNE,VIC,3000,-37.81551091,144.9556078,MELBOURNE CITY,0 Star,2018-09-28 0:00:00,Water,Base Building
N49403,2114,The Studios,2 Stars,2 Stars,Office,577,Little Bourke Street,MELBOURNE,VIC,3000,-37.81551091,144.9556078,MELBOURNE CITY,2 Stars,2018-09-28 0:00:00,Energy,Base Building
N48798,4181,The Szencorp Building,3.5 Stars,5 Stars,Office,40,Albert Road,SOUTH MELBOURNE,VIC,3205,NULL,NULL,NULL,3.5 Stars,2018-06-26 0:00:00,Waste,Base Building
N48798,4181,The Szencorp Building,5.5 Stars,5.5 Stars,Office,40,Albert Road,SOUTH MELBOURNE,VIC,3205,NULL,NULL,NULL,5.5 Stars,2018-06-26 0:00:00,Water,Base Building
N48798,4181,The Szencorp Building,6 Stars,4.5 Stars,Office,40,Albert Road,SOUTH MELBOURNE,VIC,3205,NULL,NULL,NULL,6 Stars,2018-06-26 0:00:00,Energy,Base Building
N48795,1280,"The Treasury, Level 26 - 30",5.5 Stars,5.5 Stars,Office,52,Martin Place,SYDNEY,NSW,2000,-33.86724184,151.2110009,COUNCIL OF THE CITY OF SYDNEY,5.5 Stars,2018-08-01 0:00:00,Energy,Tenancy
N21781,3944,The Village Centre,4 Stars,4 Stars,Shopping Centre,1,Perry Street,BATEMANS BAY,NSW,2536,-35.70699984,150.1758085,EUROBODALLA SHIRE COUNCIL,4 Stars,2018-08-28 0:00:00,Water,NULL
N21781,3944,The Village Centre,6 Stars,5.5 Stars,Shopping Centre,1,Perry Street,BATEMANS BAY,NSW,2536,-35.70699984,150.1758085,EUROBODALLA SHIRE COUNCIL,6 Stars,2018-08-28 0:00:00,Energy,NULL
N49084,4623,The Zenith,4 Stars,4 Stars,Office,821,Pacific Highway,CHATSWOOD,NSW,2067,-33.79477224,151.179406,WILLOUGHBY CITY COUNCIL,4 Stars,2018-08-15 0:00:00,Water,Base Building
N49084,4623,The Zenith,5 Stars,5 Stars,Office,821,Pacific Highway,CHATSWOOD,NSW,2067,-33.79477224,151.179406,WILLOUGHBY CITY COUNCIL,5 Stars,2018-08-15 0:00:00,Energy,Base Building
N49894,5496,TIO Centre,4 Stars,4 Stars,Office,24,Mitchell Street,DARWIN,NT,800,-12.46501899,130.8422632,DARWIN MUNICIPALITY,4 Stars,2018-11-21 0:00:00,Energy,Base Building
N49894,5496,TIO Centre,4 Stars,4 Stars,Office,24,Mitchell Street,DARWIN,NT,800,-12.46501899,130.8422632,DARWIN MUNICIPALITY,4 Stars,2018-11-21 0:00:00,Water,Base Building
N51235,7731,Tower 1,6 Stars,6 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,6 Stars,2019-01-15 0:00:00,Indoor Environment,Base Building
N51331,5617,Tower 1,4 Stars,4 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82057606,144.9502935,MELBOURNE CITY,4 Stars,2019-01-24 0:00:00,Water,Base Building
N51331,5617,Tower 1,5.5 Stars,5.5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82057606,144.9502935,MELBOURNE CITY,5.5 Stars,2019-01-24 0:00:00,Energy,Base Building
N51234,7706,Tower 2,4 Stars,4 Stars,Office,Tower 2 - 727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,4 Stars,2019-01-12 0:00:00,Indoor Environment,Base Building
N49305,7509,Tower 2 Barangaroo,5 Stars,5 Stars,Office,200,Barangaroo Avenue,BARANGAROO,NSW,2000,-33.86447182,151.2021284,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-10-11 0:00:00,Energy,Tenancy
N51126,7707,"Tower 2, Collins Square",4 Stars,4 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,4 Stars,2019-02-27 0:00:00,Water,Base Building
N51126,7707,"Tower 2, Collins Square",5 Stars,5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,5 Stars,2019-02-27 0:00:00,Energy,Base Building
N49429,5096,"Tower 3, Collins Square",5 Stars,5 Stars,Office,747,Collins Street,DOCKLANDS,VIC,3008,NULL,NULL,NULL,5 Stars,2018-10-13 0:00:00,Water,Base Building
N49429,5096,"Tower 3, Collins Square",6 Stars,6 Stars,Office,747,Collins Street,DOCKLANDS,VIC,3008,NULL,NULL,NULL,6 Stars,2018-10-13 0:00:00,Energy,Base Building
N51275,7742,Tower 4,5 Stars,5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,5 Stars,2019-01-11 0:00:00,Indoor Environment,Base Building
N51380,7742,"Tower 4, Collins Square",2.5 Stars,2.5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,2.5 Stars,2019-02-27 0:00:00,Water,Base Building
N51380,7742,"Tower 4, Collins Square",5 Stars,5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,-37.82050366,144.9499622,MELBOURNE CITY,5 Stars,2019-02-27 0:00:00,Energy,Base Building
N48299,5149,Tower 8,4.5 Stars,4.5 Stars,Office,26,Franklin Street,ADELAIDE,SA,5000,0,0,ADELAIDE CITY COUNCIL,4.5 Stars,2018-05-11 0:00:00,Water,Base Building
N48299,5149,Tower 8,5.5 Stars,5.5 Stars,Office,26,Franklin Street,ADELAIDE,SA,5000,0,0,ADELAIDE CITY COUNCIL,5.5 Stars,2018-05-11 0:00:00,Energy,Base Building
N49971,7669,Tower A,5 Stars,5 Stars,Office,76,Skyring Terrace,NEWSTEAD,QLD,4006,-27.45065226,153.0444067,BRISBANE CITY,5 Stars,2018-11-16 0:00:00,Energy,Base Building
N49991,7673,Tower E,0 Star,0 Star,Office,76,Skyring Terrace,NEWSTEAD,QLD,4006,-27.45065226,153.0444067,BRISBANE CITY,0 Star,2018-11-16 0:00:00,Energy,Base Building
N48369,7508,"Tower Two, International Towers Sydney",5 Stars,5 Stars,Office,300,Barangaroo Avenue,BARANGAROO,NSW,2000,-33.86512545,151.202201,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-06-28 0:00:00,Energy,Tenancy
N49982,7671,Town Centre,0 Star,0 Star,Office,3027,The Boulevard,CARRARA,QLD,4211,-28.01665581,153.3725852,GOLD COAST CITY,0 Star,2018-12-11 0:00:00,Energy,Base Building
N48402,6380,TransGrid,5 Stars,5 Stars,Office,180,Thomas Street,HAYMARKET,NSW,2000,-33.88145869,151.2022357,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-04-27 0:00:00,Energy,Base Building
N48186,5257,Transport House,4 Stars,4 Stars,Office,99,Macquarie Street,SYDNEY,NSW,2000,-33.86260218,151.2124637,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-09-28 0:00:00,Water,Base Building
N48186,5257,Transport House,4.5 Stars,4.5 Stars,Office,99,Macquarie Street,SYDNEY,NSW,2000,-33.86260218,151.2124637,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-09-28 0:00:00,Energy,Base Building
N51057,5281,"Transport House, Valley Metro",0 Star,0 Star,Office,230,Brunswick Street,FORTITUDE VALLEY,QLD,4006,NULL,NULL,BRISBANE CITY,0 Star,2018-12-22 0:00:00,Energy,Base Building
N51057,5281,"Transport House, Valley Metro",0 Star,0 Star,Office,230,Brunswick Street,FORTITUDE VALLEY,QLD,4006,NULL,NULL,BRISBANE CITY,0 Star,2018-12-22 0:00:00,Water,Base Building
N48571,5697,"Transurban - Tower One, Collins Square",5.5 Stars,5.5 Stars,Office,727,Collins Street,DOCKLANDS,VIC,3008,NULL,NULL,NULL,5.5 Stars,2018-05-16 0:00:00,Energy,Tenancy
N47998,2314,Triniti Building 1,4.5 Stars,4.5 Stars,Office,"T1, 39",Delhi Road,NORTH RYDE,NSW,2113,-33.79564469,151.1393582,RYDE CITY COUNCIL,4.5 Stars,2018-05-17 0:00:00,Energy,Base Building
N47999,3658,Trinity Building 2,4.5 Stars,4.5 Stars,Office,"T2, 39",Delhi Road,NORTH RYDE,NSW,2113,NULL,NULL,NULL,4.5 Stars,2018-05-17 0:00:00,Energy,Base Building
N48002,3659,Trinity Building 3,5 Stars,5 Stars,Office,"T3, 39",Delhi Road,NORTH RYDE,NSW,2113,NULL,NULL,NULL,5 Stars,2018-05-17 0:00:00,Energy,Base Building
N48719,3865,Trustee House,1.5 Stars,1.5 Stars,Office,444,Queen Street,BRISBANE CITY,QLD,4000,NULL,NULL,NULL,1.5 Stars,2018-03-31 0:00:00,Energy,Base Building
N49801,6125,TSA Project Management,6 Stars,6 Stars,Office,201-217,Kent Street,SYDNEY,NSW,2000,-33.86379389,151.2035037,COUNCIL OF THE CITY OF SYDNEY,6 Stars,2018-10-25 0:00:00,Energy,Tenancy
N48722,5010,Tuggeranong Office Park,2.5 Stars,2 Stars,Office,77,Athllon Drive,GREENWAY,ACT,2900,NULL,NULL,NULL,2.5 Stars,2018-08-04 0:00:00,Energy,Whole Building
N46256,4174,Tumut DHS Office,4.5 Stars,4.5 Stars,Office,35,Merivale Street,TUMUT,NSW,2720,NULL,NULL,NULL,4.5 Stars,2018-08-25 0:00:00,Energy,Whole Building
N21821,3951,Tweed City Shopping Centre,4 Stars,4 Stars,Shopping Centre,54,Minjungbal Drive,TWEED HEADS SOUTH,NSW,2486,-28.20136804,153.5457658,TWEED SHIRE COUNCIL,4 Stars,2018-10-28 0:00:00,Energy,NULL
N21821,3951,Tweed City Shopping Centre,4 Stars,4 Stars,Shopping Centre,54,Minjungbal Drive,TWEED HEADS SOUTH,NSW,2486,-28.20136804,153.5457658,TWEED SHIRE COUNCIL,4 Stars,2018-10-28 0:00:00,Water,NULL
N49521,5129,Twenty8 Freshwater Place,4.5 Stars,4.5 Stars,Office,28,Freshwater Place,SOUTHBANK,VIC,3006,-37.82240069,144.9620618,MELBOURNE CITY,4.5 Stars,2018-10-09 0:00:00,Water,Base Building
N49521,5129,Twenty8 Freshwater Place,5 Stars,5 Stars,Office,28,Freshwater Place,SOUTHBANK,VIC,3006,-37.82240069,144.9620618,MELBOURNE CITY,5 Stars,2018-10-09 0:00:00,Energy,Base Building
