RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N49270,1811,Royal Mint Centre,3 Stars,3 Stars,Office,383,La Trobe Street,MELBOURNE,VIC,3000,-37.81151384,144.9580649,MELBOURNE CITY,3 Stars,2018-10-24 0:00:00,Water,Whole Building
N49270,1811,Royal Mint Centre,3.5 Stars,3.5 Stars,Office,383,La Trobe Street,MELBOURNE,VIC,3000,-37.81151384,144.9580649,MELBOURNE CITY,3.5 Stars,2018-10-24 0:00:00,Energy,Whole Building
N49974,6003,Royal Naval House,3.5 Stars,3.5 Stars,Office,32,Grosvenor Street,SYDNEY,NSW,2000,-33.86338031,151.2064315,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-12-04 0:00:00,Water,Base Building
N49974,6003,Royal Naval House,5 Stars,5 Stars,Office,32,Grosvenor Street,SYDNEY,NSW,2000,-33.86338031,151.2064315,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-12-04 0:00:00,Energy,Base Building
N21790,4028,Royal Randwick Shopping Centre,2.5 Stars,2.5 Stars,Shopping Centre,73-109,Belmore Road,RANDWICK,NSW,2031,-33.91515017,151.2409134,RANDWICK CITY COUNCIL,2.5 Stars,2018-11-24 0:00:00,Water,NULL
N21790,4028,Royal Randwick Shopping Centre,3 Stars,3 Stars,Shopping Centre,73-109,Belmore Road,RANDWICK,NSW,2031,-33.91515017,151.2409134,RANDWICK CITY COUNCIL,3 Stars,2018-11-24 0:00:00,Energy,NULL
N21610,3958,Runaway Bay Centre,3 Stars,3 Stars,Shopping Centre,10-12,Lae Drive,RUNAWAY BAY,QLD,4216,-27.91281679,153.4016874,GOLD COAST CITY,3 Stars,2018-07-20 0:00:00,Water,NULL
N21610,3958,Runaway Bay Centre,3.5 Stars,3.5 Stars,Shopping Centre,10-12,Lae Drive,RUNAWAY BAY,QLD,4216,-27.91281679,153.4016874,GOLD COAST CITY,3.5 Stars,2018-07-20 0:00:00,Energy,NULL
N21736,4034,Salamander Bay Centre,3 Stars,3 Stars,Shopping Centre,2,Town Centre Circuit,SALAMANDER BAY,NSW,2317,-32.73580801,152.1067474,PORT STEPHENS COUNCIL,3 Stars,2018-07-12 0:00:00,Water,NULL
N21736,4034,Salamander Bay Centre,3.5 Stars,3.5 Stars,Shopping Centre,2,Town Centre Circuit,SALAMANDER BAY,NSW,2317,-32.73580801,152.1067474,PORT STEPHENS COUNCIL,3.5 Stars,2018-07-12 0:00:00,Energy,NULL
N48494,2967,Samuel Griffiths Place,1.5 Stars,1.5 Stars,Office,340,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46453433,153.0295611,BRISBANE CITY,1.5 Stars,2018-06-16 0:00:00,Energy,Base Building
N48494,2967,Samuel Griffiths Place,3.5 Stars,3.5 Stars,Office,340,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46453433,153.0295611,BRISBANE CITY,3.5 Stars,2018-06-16 0:00:00,Water,Base Building
N48748,2922,Santos,3 Stars,3 Stars,Office,60,Flinders Street,ADELAIDE,SA,5000,-34.92657227,138.6028066,ADELAIDE CITY COUNCIL,3 Stars,2018-06-15 0:00:00,Water,Base Building
N48748,2922,Santos,5 Stars,5 Stars,Office,60,Flinders Street,ADELAIDE,SA,5000,-34.92657227,138.6028066,ADELAIDE CITY COUNCIL,5 Stars,2018-06-15 0:00:00,Energy,Base Building
N49578,2372,Santos Place,4.5 Stars,4.5 Stars,Office,32,Turbot Street,BRISBANE CITY,QLD,4000,-27.46881297,153.0204867,BRISBANE CITY,4.5 Stars,2018-09-28 0:00:00,Water,Base Building
N49578,2372,Santos Place,5.5 Stars,5.5 Stars,Office,32,Turbot Street,BRISBANE CITY,QLD,4000,-27.46881297,153.0204867,BRISBANE CITY,5.5 Stars,2018-09-28 0:00:00,Energy,Base Building
N51162,662,Scarborough House,4 Stars,4 Stars,Office,Scarborough House,Atlantic Street,PHILLIP,ACT,2606,NULL,NULL,,4 Stars,2019-01-24 0:00:00,Energy,Tenancy
N51179,662,Scarborough House,1 Star,1 Star,Office,Scarborough House,Atlantic Street,PHILLIP,ACT,2606,NULL,NULL,,1 Star,2019-01-05 0:00:00,Water,Base Building
N51179,662,Scarborough House,4.5 Stars,4.5 Stars,Office,Scarborough House,Atlantic Street,PHILLIP,ACT,2606,NULL,NULL,,4.5 Stars,2019-01-05 0:00:00,Energy,Base Building
N51225,5734,Science House,0 Star,0 Star,Office,157-161,Gloucester Street,THE ROCKS,NSW,2000,-33.86205893,151.2061605,COUNCIL OF THE CITY OF SYDNEY,0 Star,2019-02-01 0:00:00,Energy,Base Building
N47694,3033,Seabank Building,0 Star,0 Star,Office,12-14,Marine Parade,SOUTHPORT,QLD,4215,-27.97076593,153.4168578,GOLD COAST CITY,0 Star,2018-03-24 0:00:00,Energy,Base Building
N49349,1969,Septimus Roe,0 Star,0 Star,Office,256,Adelaide Terrace,PERTH,WA,6000,-31.95732808,115.8660342,CITY OF PERTH,0 Star,2018-10-28 0:00:00,Energy,Base Building
N21730,4017,Settlement City,2.5 Stars,2.5 Stars,Shopping Centre,3,Bay Street,PORT MACQUARIE,NSW,2444,-31.42707999,152.8949698,PORT MACQUARIE-HASTINGS COUNCIL,2.5 Stars,2018-06-24 0:00:00,Energy,NULL
N21730,4017,Settlement City,5 Stars,5 Stars,Shopping Centre,3,Bay Street,PORT MACQUARIE,NSW,2444,-31.42707999,152.8949698,PORT MACQUARIE-HASTINGS COUNCIL,5 Stars,2018-06-24 0:00:00,Water,NULL
N49845,2995,Shell House,5 Stars,5 Stars,Office,1,Spring Street,MELBOURNE,VIC,3000,-37.81529835,144.9740655,MELBOURNE CITY,5 Stars,2018-11-01 0:00:00,Energy,Tenancy
N51262,2366,Silvervision HSF1 Pty Ltd ATF the Silvervision HSF1 Trust,3 Stars,3 Stars,Office,20,Hunter Street,SYDNEY,NSW,2000,-33.86537216,151.2080203,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2019-01-23 0:00:00,Water,Base Building
N51262,2366,Silvervision HSF1 Pty Ltd ATF the Silvervision HSF1 Trust,5 Stars,5 Stars,Office,20,Hunter Street,SYDNEY,NSW,2000,-33.86537216,151.2080203,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2019-01-23 0:00:00,Energy,Base Building
N51396,3190,Silverwater Distribution Centre,3 Stars,3 Stars,Office,4,Newington Road,SILVERWATER,NSW,2128,-33.82852025,151.0522605,AUBURN COUNCIL,3 Stars,2019-02-25 0:00:00,Energy,Whole Building
N21808,5667,Singleton Square,3 Stars,3 Stars,Shopping Centre,1,Gowrie Street,SINGLETON,NSW,2330,-32.56723522,151.1639419,SINGLETON SHIRE COUNCIL,3 Stars,2018-10-28 0:00:00,Water,NULL
N21808,5667,Singleton Square,4 Stars,4 Stars,Shopping Centre,1,Gowrie Street,SINGLETON,NSW,2330,-32.56723522,151.1639419,SINGLETON SHIRE COUNCIL,4 Stars,2018-10-28 0:00:00,Energy,NULL
N48038,3780,Sirius Building,5.5 Stars,5.5 Stars,Office,23,Furzer Street,PHILLIP,ACT,2606,NULL,NULL,NULL,5.5 Stars,2018-03-31 0:00:00,Water,Base Building
N48038,3780,Sirius Building,6 Stars,6 Stars,Office,23,Furzer Street,PHILLIP,ACT,2606,NULL,NULL,NULL,6 Stars,2018-03-31 0:00:00,Energy,Base Building
N49920,3780,Sirius Building,5.5 Stars,5.5 Stars,Office,23,Furzer Street,PHILLIP,ACT,2606,NULL,NULL,NULL,5.5 Stars,2018-11-14 0:00:00,Energy,Tenancy
N48184,1645,Sixty Margaret Street,2.5 Stars,2.5 Stars,Office,60,Margaret Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,2.5 Stars,2018-03-20 0:00:00,Water,Whole Building
N49962,1645,Sixty Margaret Street,3 Stars,3 Stars,Office,60,Margaret Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2019-02-17 0:00:00,Water,Base Building
N49962,1645,Sixty Margaret Street,4 Stars,4 Stars,Office,60,Margaret Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2019-02-17 0:00:00,Energy,Base Building
N49518,3501,Skygarden,4.5 Stars,4.5 Stars,Office,77,Castlereagh Street,SYDNEY,NSW,2000,-33.87011578,151.2089158,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-10-25 0:00:00,Energy,Base Building
N21822,3953,Smithfield Centre,3.5 Stars,3.5 Stars,Shopping Centre,Captain Cook &,Kennedy Highway,SMITHFIELD,QLD,4878,NULL,NULL,NULL,3.5 Stars,2018-10-28 0:00:00,Energy,NULL
N21822,3953,Smithfield Centre,4 Stars,4 Stars,Shopping Centre,Captain Cook &,Kennedy Highway,SMITHFIELD,QLD,4878,NULL,NULL,NULL,4 Stars,2018-10-28 0:00:00,Water,NULL
N51124,5058,Solitaire,3 Stars,3 Stars,Office,12,Help Street,CHATSWOOD,NSW,2067,-33.79640931,151.1789091,WILLOUGHBY CITY COUNCIL,3 Stars,2019-01-22 0:00:00,Water,Base Building
N51124,5058,Solitaire,5 Stars,5 Stars,Office,12,Help Street,CHATSWOOD,NSW,2067,-33.79640931,151.1789091,WILLOUGHBY CITY COUNCIL,5 Stars,2019-01-22 0:00:00,Energy,Base Building
N48874,4371,South Australia Police Headquarters,5 Stars,5 Stars,Office,100,Angas Street,ADELAIDE,SA,5000,-34.92951495,138.6046349,ADELAIDE CITY COUNCIL,5 Stars,2018-07-19 0:00:00,Energy,Base Building
N49108,5678,South Brisbane DHS Office,5.5 Stars,5.5 Stars,Office,36,Annerley Road,WOOLLOONGABBA,QLD,4102,-27.48749715,153.02931,BRISBANE CITY,5.5 Stars,2018-08-03 0:00:00,Energy,Whole Building
N21811,6255,South Hedland Square,3.5 Stars,3.5 Stars,Shopping Centre,9-31,Throssell Road,SOUTH HEDLAND,WA,6722,-20.41023639,118.5997821,TOWN OF PORT HEDLAND,3.5 Stars,2018-12-22 0:00:00,Energy,NULL
N21811,6255,South Hedland Square,4 Stars,4 Stars,Shopping Centre,9-31,Throssell Road,SOUTH HEDLAND,WA,6722,-20.41023639,118.5997821,TOWN OF PORT HEDLAND,4 Stars,2018-12-22 0:00:00,Water,NULL
N51459,3355,South Wharf Tower,5 Stars,5 Stars,Office,30,Convention Centre Place,SOUTH WHARF,VIC,3006,NULL,NULL,NULL,5 Stars,2019-03-05 0:00:00,Energy,Base Building
N51459,3355,South Wharf Tower,5 Stars,5 Stars,Office,30,Convention Centre Place,SOUTH WHARF,VIC,3006,NULL,NULL,NULL,5 Stars,2019-03-05 0:00:00,Water,Base Building
N48780,1335,Southbank Promenade HWT,3.5 Stars,3.5 Stars,Office,40,City Road,SOUTHBANK,VIC,3006,-37.82116189,144.966716,MELBOURNE CITY,3.5 Stars,2018-08-28 0:00:00,Water,Base Building
N48780,1335,Southbank Promenade HWT,5 Stars,4 Stars,Office,40,City Road,SOUTHBANK,VIC,3006,-37.82116189,144.966716,MELBOURNE CITY,5 Stars,2018-08-28 0:00:00,Energy,Base Building
N48781,1336,Southbank Promenade IBM,3 Stars,3 Stars,Office,60,City Road,SOUTHBANK,VIC,3006,-37.82127081,144.9660701,MELBOURNE CITY,3 Stars,2018-08-29 0:00:00,Water,Base Building
N48781,1336,Southbank Promenade IBM,4.5 Stars,3.5 Stars,Office,60,City Road,SOUTHBANK,VIC,3006,-37.82127081,144.9660701,MELBOURNE CITY,4.5 Stars,2018-08-29 0:00:00,Energy,Base Building
N51128,2441,Southern Cross West,4.5 Stars,4.5 Stars,Office,111,Bourke Street,MELBOURNE,VIC,3000,-37.81266178,144.9696466,MELBOURNE CITY,4.5 Stars,2019-02-08 0:00:00,Water,Base Building
N51128,2441,Southern Cross West,5 Stars,5 Stars,Office,111,Bourke Street,MELBOURNE,VIC,3000,-37.81266178,144.9696466,MELBOURNE CITY,5 Stars,2019-02-08 0:00:00,Energy,Base Building
N21815,7596,Southgate Plaza,3.5 Stars,3.5 Stars,Shopping Centre,Cnr,Sherriffs Road & Hilier Road,MORPHETT VALE,SA,5162,-35.10661084,138.5209475,CITY OF ONKAPARINGA,3.5 Stars,2018-11-15 0:00:00,Water,NULL
N21815,7596,Southgate Plaza,5.5 Stars,5.5 Stars,Shopping Centre,Cnr,Sherriffs Road & Hilier Road,MORPHETT VALE,SA,5162,-35.10661084,138.5209475,CITY OF ONKAPARINGA,5.5 Stars,2018-11-15 0:00:00,Energy,NULL
N21757,4033,Southlands Boulevarde,1.5 Stars,1.5 Stars,Shopping Centre,45,Burrendah Boulevard,WILLETTON,WA,6155,-32.05771743,115.8799534,CITY OF CANNING,1.5 Stars,2018-11-21 0:00:00,Energy,NULL
N21757,4033,Southlands Boulevarde,3 Stars,3 Stars,Shopping Centre,45,Burrendah Boulevard,WILLETTON,WA,6155,-32.05771743,115.8799534,CITY OF CANNING,3 Stars,2018-11-21 0:00:00,Water,NULL
N49678,7643,"Southpoint B, 275 Grey St",5 Stars,5 Stars,Office,275,Grey Street,SOUTH BRISBANE,QLD,4101,-27.4780306,153.0208544,BRISBANE CITY,5 Stars,2019-03-02 0:00:00,Energy,Base Building
N48019,809,Space 207,3 Stars,3 Stars,Office,207,Pacific Highway,ST LEONARDS,NSW,2065,-33.82338325,151.1929605,WILLOUGHBY CITY COUNCIL,3 Stars,2018-03-22 0:00:00,Water,Base Building
N48019,809,Space 207,3.5 Stars,3.5 Stars,Office,207,Pacific Highway,ST LEONARDS,NSW,2065,-33.82338325,151.1929605,WILLOUGHBY CITY COUNCIL,3.5 Stars,2018-03-22 0:00:00,Energy,Base Building
N48424,6383,Spencer Street Police Complex,4.5 Stars,4.5 Stars,Office,285-313,Spencer Street,DOCKLANDS,VIC,3008,-37.81363381,144.9513697,MELBOURNE CITY,4.5 Stars,2018-06-08 0:00:00,Water,Base Building
N48424,6383,Spencer Street Police Complex,5 Stars,5 Stars,Office,285-313,Spencer Street,DOCKLANDS,VIC,3008,-37.81363381,144.9513697,MELBOURNE CITY,5 Stars,2018-06-08 0:00:00,Energy,Base Building
N49506,6112,SRBC,4.5 Stars,4.5 Stars,Office,681,Fairfield Road,YEERONGPILLY,QLD,4105,-27.52514795,153.0113474,BRISBANE CITY,4.5 Stars,2018-10-10 0:00:00,Energy,Base Building
N49609,3392,St Georges Court,2 Stars,2 Stars,Office,16,St Georges Terrace,PERTH,WA,6000,NULL,NULL,NULL,2 Stars,2018-10-04 0:00:00,Water,Base Building
N49609,3392,St Georges Court,2.5 Stars,2.5 Stars,Office,16,St Georges Terrace,PERTH,WA,6000,NULL,NULL,NULL,2.5 Stars,2018-10-04 0:00:00,Energy,Base Building
N48471,4460,St Martins Centre,2 Stars,2 Stars,Office,44,St Georges Terrace,PERTH,WA,6000,-31.9552,115.85928,CITY OF PERTH,2 Stars,2018-05-16 0:00:00,Energy,Base Building
N48471,4460,St Martins Centre,2 Stars,2 Stars,Office,44,St Georges Terrace,PERTH,WA,6000,-31.9552,115.85928,CITY OF PERTH,2 Stars,2018-05-16 0:00:00,Water,Base Building
N48547,4458,St Martins Centre,0 Star,0 Star,Office,40,St Georges Terrace,PERTH,WA,6000,-31.9555,115.85958,CITY OF PERTH,0 Star,2018-05-30 0:00:00,Energy,Base Building
N48547,4458,St Martins Centre,3.5 Stars,3.5 Stars,Office,40,St Georges Terrace,PERTH,WA,6000,-31.9555,115.85958,CITY OF PERTH,3.5 Stars,2018-05-30 0:00:00,Water,Base Building
N48657,4459,St Martins Centre,0 Star,0 Star,Office,50,St Georges Terrace,PERTH,WA,6000,-31.95512924,115.8590498,CITY OF PERTH,0 Star,2018-05-19 0:00:00,Energy,Base Building
N48657,4459,St Martins Centre,2.5 Stars,2.5 Stars,Office,50,St Georges Terrace,PERTH,WA,6000,-31.95512924,115.8590498,CITY OF PERTH,2.5 Stars,2018-05-19 0:00:00,Water,Base Building
N49570,5636,Stanley House,3.5 Stars,3.5 Stars,Office,153,Stanley Street,SOUTH BRISBANE,QLD,4101,-27.48170158,153.0249872,BRISBANE CITY,3.5 Stars,2018-12-18 0:00:00,Energy,Base Building
N49570,5636,Stanley House,3.5 Stars,3.5 Stars,Office,153,Stanley Street,SOUTH BRISBANE,QLD,4101,-27.48170158,153.0249872,BRISBANE CITY,3.5 Stars,2018-12-18 0:00:00,Water,Base Building
N49707,1338,Stanley Place,4 Stars,4 Stars,Office,235,Stanley Street,TOWNSVILLE CITY,QLD,4810,-19.25905965,146.8130018,TOWNSVILLE CITY,4 Stars,2018-12-08 0:00:00,Water,Base Building
N49707,1338,Stanley Place,5 Stars,5 Stars,Office,235,Stanley Street,TOWNSVILLE CITY,QLD,4810,-19.25905965,146.8130018,TOWNSVILLE CITY,5 Stars,2018-12-08 0:00:00,Energy,Base Building
N48421,1249,Star Entertainment Group Limited,5 Stars,5 Stars,Office,60,Union Street,PYRMONT,NSW,2009,-33.86945486,151.1966959,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-05-22 0:00:00,Energy,Tenancy
N49953,2680,Star Track House,5 Stars,5 Stars,Office,219-241,Cleveland Street,REDFERN,NSW,2016,-33.89023345,151.2051768,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-12-19 0:00:00,Energy,Base Building
N48032,709,State Administration Centre & Torrens Building,3 Stars,3 Stars,Office,200,Victoria Square,ADELAIDE,SA,5000,-34.927362,138.601021,ADELAIDE CITY COUNCIL,3 Stars,2019-02-28 0:00:00,Energy,Whole Building
N51073,147,State Government Offices,3.5 Stars,3.5 Stars,Office,161,Kite Street,ORANGE,NSW,2800,-33.28616399,149.1056536,ORANGE CITY COUNCIL,3.5 Stars,2018-12-15 0:00:00,Energy,Whole Building
N51073,147,State Government Offices,5 Stars,5 Stars,Office,161,Kite Street,ORANGE,NSW,2800,-33.28616399,149.1056536,ORANGE CITY COUNCIL,5 Stars,2018-12-15 0:00:00,Water,Whole Building
N49671,4,State Law Building,4.5 Stars,4.5 Stars,Office,50,Ann Street,BRISBANE CITY,QLD,4000,-27.4690557,153.0221094,BRISBANE CITY,4.5 Stars,2018-10-12 0:00:00,Energy,Base Building
N49715,6015,State Library of NSW,6 Stars,6 Stars,Office,1,Shakespeare Place,SYDNEY,NSW,2000,-33.86649635,151.2130501,COUNCIL OF THE CITY OF SYDNEY,6 Stars,2018-11-23 0:00:00,Energy,Tenancy
N51000,5078,Steensen Varming,6 Stars,5 Stars,Office,9-13,Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.2095336,COUNCIL OF THE CITY OF SYDNEY,6 Stars,2018-11-21 0:00:00,Energy,Tenancy
N21648,6295,Stockland Baldivis,2 Stars,2 Stars,Shopping Centre,1400,Safety Bay Road,BALDIVIS,WA,6171,-32.3313394,115.8193189,CITY OF ROCKINGHAM,2 Stars,2018-05-15 0:00:00,Energy,NULL
N21699,4346,Stockland Bathurst,3.5 Stars,3.5 Stars,Shopping Centre,121,Howick Street,BATHURST,NSW,2795,NULL,NULL,NULL,3.5 Stars,2018-04-30 0:00:00,Water,NULL
N21699,4346,Stockland Bathurst,4 Stars,4 Stars,Shopping Centre,121,Howick Street,BATHURST,NSW,2795,NULL,NULL,NULL,4 Stars,2018-04-30 0:00:00,Energy,NULL
N21717,4025,Stockland Baulkham Hills,1 Star,1 Star,Shopping Centre,375-383,Windsor Road,BAULKHAM HILLS,NSW,2153,-33.75905522,150.9915552,THE HILLS SHIRE COUNCIL,1 Star,2018-04-29 0:00:00,Water,NULL
N21717,4025,Stockland Baulkham Hills,4 Stars,4 Stars,Shopping Centre,375-383,Windsor Road,BAULKHAM HILLS,NSW,2153,-33.75905522,150.9915552,THE HILLS SHIRE COUNCIL,4 Stars,2018-04-29 0:00:00,Energy,NULL
N21646,5783,Stockland Bull Creek,4.5 Stars,4.5 Stars,Shopping Centre,137,South Street,BULL CREEK,WA,6149,-32.065172,115.851781,CITY OF MELVILLE,4.5 Stars,2018-04-30 0:00:00,Energy,NULL
N21749,3991,Stockland Bundaberg,4.5 Stars,4.5 Stars,Shopping Centre,115,Takalvan Street,AVOCA,QLD,4670,-24.88722034,152.3184893,BUNDABERG REGIONAL,4.5 Stars,2018-04-29 0:00:00,Energy,NULL
N21749,3991,Stockland Bundaberg,4.5 Stars,4.5 Stars,Shopping Centre,115,Takalvan Street,AVOCA,QLD,4670,-24.88722034,152.3184893,BUNDABERG REGIONAL,4.5 Stars,2018-04-29 0:00:00,Water,NULL
N21681,5787,Stockland Burleigh Heads,3.5 Stars,3.5 Stars,Shopping Centre,149,West Burleigh Road,BURLEIGH WATERS,QLD,4220,-28.09761497,153.4410933,GOLD COAST CITY,3.5 Stars,2018-04-29 0:00:00,Energy,NULL
N21681,5787,Stockland Burleigh Heads,4.5 Stars,4.5 Stars,Shopping Centre,149,West Burleigh Road,BURLEIGH WATERS,QLD,4220,-28.09761497,153.4410933,GOLD COAST CITY,4.5 Stars,2018-04-29 0:00:00,Water,NULL
N21750,4354,Stockland Cairns,5 Stars,5 Stars,Shopping Centre,537,Mulgrave Road,EARLVILLE,QLD,4870,NULL,NULL,NULL,5 Stars,2018-05-24 0:00:00,Energy,NULL
N21746,3971,Stockland Caloundra,4.5 Stars,4.5 Stars,Shopping Centre,47,Bowman Road,CALOUNDRA,QLD,4551,-26.80306584,153.1241898,SUNSHINE COAST REGIONAL,4.5 Stars,2018-04-30 0:00:00,Energy,NULL
N21746,3971,Stockland Caloundra,5 Stars,5 Stars,Shopping Centre,47,Bowman Road,CALOUNDRA,QLD,4551,-26.80306584,153.1241898,SUNSHINE COAST REGIONAL,5 Stars,2018-04-30 0:00:00,Water,NULL
N21709,3942,Stockland Forster,4.5 Stars,4.5 Stars,Shopping Centre,3-17,Breese Parade,FORSTER,NSW,2428,-32.19953794,152.5195256,GREAT LAKES COUNCIL,4.5 Stars,2018-04-07 0:00:00,Water,NULL
N21709,3942,Stockland Forster,6 Stars,6 Stars,Shopping Centre,3-17,Breese Parade,FORSTER,NSW,2428,-32.19953794,152.5195256,GREAT LAKES COUNCIL,6 Stars,2018-04-07 0:00:00,Energy,NULL
N21739,5835,Stockland Gladstone,5.5 Stars,5.5 Stars,Shopping Centre,75,Dawson Highway,WEST GLADSTONE,QLD,4680,-23.86471684,151.2421,GLADSTONE REGIONAL,5.5 Stars,2018-05-09 0:00:00,Energy,NULL
N21719,4039,Stockland Glendale,3.5 Stars,3.5 Stars,Shopping Centre,387,Lake Road,GLENDALE,NSW,2285,NULL,NULL,NULL,3.5 Stars,2018-04-29 0:00:00,Water,NULL
N21719,4039,Stockland Glendale,6 Stars,6 Stars,Shopping Centre,387,Lake Road,GLENDALE,NSW,2285,NULL,NULL,NULL,6 Stars,2018-04-29 0:00:00,Energy,NULL
N21707,4046,Stockland Jesmond,1 Star,1 Star,Shopping Centre,28,Blue Gum Road,Newcastle,NSW,2300,NULL,NULL,NULL,1 Star,2018-04-29 0:00:00,Water,NULL
N21707,4046,Stockland Jesmond,4.5 Stars,4.5 Stars,Shopping Centre,28,Blue Gum Road,Newcastle,NSW,2300,NULL,NULL,NULL,4.5 Stars,2018-04-29 0:00:00,Energy,NULL
N21793,5380,Stockland Merrylands,2 Stars,2 Stars,Shopping Centre,1,McFarlane Street,MERRYLANDS,NSW,2160,-33.83449698,150.9894153,HOLROYD CITY COUNCIL,2 Stars,2018-08-16 0:00:00,Water,NULL
N21793,5380,Stockland Merrylands,4 Stars,4 Stars,Shopping Centre,1,McFarlane Street,MERRYLANDS,NSW,2160,-33.83449698,150.9894153,HOLROYD CITY COUNCIL,4 Stars,2018-08-16 0:00:00,Energy,NULL
N21734,4689,Stockland Nowra,4.5 Stars,4.5 Stars,Shopping Centre,32,East Street,NOWRA,NSW,2541,NULL,NULL,NULL,4.5 Stars,2018-04-21 0:00:00,Energy,NULL
N21734,4689,Stockland Nowra,4.5 Stars,4.5 Stars,Shopping Centre,32,East Street,NOWRA,NSW,2541,NULL,NULL,NULL,4.5 Stars,2018-04-21 0:00:00,Water,NULL
N21659,5792,Stockland Point Cook Town Centre,1.5 Stars,1.5 Stars,Shopping Centre,1,Main Street,POINT COOK,VIC,3030,-37.88356915,144.7333293,WYNDHAM CITY,1.5 Stars,2018-05-24 0:00:00,Energy,NULL
N21659,5792,Stockland Point Cook Town Centre,4 Stars,4 Stars,Shopping Centre,1,Main Street,POINT COOK,VIC,3030,-37.88356915,144.7333293,WYNDHAM CITY,4 Stars,2018-05-24 0:00:00,Water,NULL
N21647,5810,Stockland Riverton,1.5 Stars,1.5 Stars,Shopping Centre,2-14,Willeri Drive,PARKWOOD,WA,6147,-32.03989893,115.9051891,CITY OF CANNING,1.5 Stars,2018-04-29 0:00:00,Water,NULL
N21647,5810,Stockland Riverton,4.5 Stars,4.5 Stars,Shopping Centre,2-14,Willeri Drive,PARKWOOD,WA,6147,-32.03989893,115.9051891,CITY OF CANNING,4.5 Stars,2018-04-29 0:00:00,Energy,NULL
N21682,4350,Stockland Rockhampton,2.5 Stars,2.5 Stars,Shopping Centre,222,Yaamba Road,ROCKHAMPTON CITY,QLD,4701,NULL,NULL,NULL,2.5 Stars,2018-04-30 0:00:00,Water,NULL
N21682,4350,Stockland Rockhampton,3 Stars,3 Stars,Shopping Centre,222,Yaamba Road,ROCKHAMPTON CITY,QLD,4701,NULL,NULL,NULL,3 Stars,2018-04-30 0:00:00,Energy,NULL
N21658,5778,Stockland The Pines,2 Stars,2 Stars,Shopping Centre,181,Reynolds Road,DONCASTER EAST,VIC,3109,-37.76260961,145.1669323,,2 Stars,2018-05-20 0:00:00,Energy,NULL
N21658,5778,Stockland The Pines,3 Stars,3 Stars,Shopping Centre,181,Reynolds Road,DONCASTER EAST,VIC,3109,-37.76260961,145.1669323,,3 Stars,2018-05-20 0:00:00,Water,NULL
N21752,5408,Stockland Townsville,3.5 Stars,3.5 Stars,Shopping Centre,310-330,Ross River Road,AITKENVALE,QLD,4814,-19.29923912,146.7630747,TOWNSVILLE CITY,3.5 Stars,2018-04-30 0:00:00,Water,NULL
N21752,5408,Stockland Townsville,4 Stars,4 Stars,Shopping Centre,310-330,Ross River Road,AITKENVALE,QLD,4814,-19.29923912,146.7630747,TOWNSVILLE CITY,4 Stars,2018-04-30 0:00:00,Energy,NULL
N21660,5788,Stockland Traralgon,4 Stars,4 Stars,Shopping Centre,166,Franklin Street,TRARALGON,VIC,3844,-38.194979,146.5398016,LATROBE CITY,4 Stars,2018-04-29 0:00:00,Energy,NULL
N21660,5788,Stockland Traralgon,4 Stars,4 Stars,Shopping Centre,166,Franklin Street,TRARALGON,VIC,3844,-38.194979,146.5398016,LATROBE CITY,4 Stars,2018-04-29 0:00:00,Water,NULL
N21657,5808,Stockland Wendouree,4 Stars,4 Stars,Shopping Centre,304,Gillies Street North,WENDOUREE,VIC,3355,-37.5361588,143.8230421,BALLARAT CITY,4 Stars,2018-04-29 0:00:00,Energy,NULL
N21657,5808,Stockland Wendouree,4.5 Stars,4.5 Stars,Shopping Centre,304,Gillies Street North,WENDOUREE,VIC,3355,-37.5361588,143.8230421,BALLARAT CITY,4.5 Stars,2018-04-29 0:00:00,Water,NULL
N21665,4950,Stud Park Shopping Centre,1.5 Stars,1.5 Stars,Shopping Centre,1101,Stud Road,ROWVILLE,VIC,3178,NULL,NULL,NULL,1.5 Stars,2018-08-02 0:00:00,Water,NULL
N21665,4950,Stud Park Shopping Centre,4 Stars,4 Stars,Shopping Centre,1101,Stud Road,ROWVILLE,VIC,3178,NULL,NULL,NULL,4 Stars,2018-08-02 0:00:00,Energy,NULL
